number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at
INC102698,Resolved,False,5,2,6,True,user4,user3,2023-03-31 03:37:00,user4,2023-03-31 03:37:00,user2,2023-04-01 03:37:00,Phone,Mumbai,Network,Latency,Latency issue observed,Server-65,Medium,Low,P2,L2 Support,user1,True,True,True,PRB6987,RFC1124,Azure,User Error,Duplicate,user3,2023-03-31 16:37:00,2023-04-01 03:37:00
INC102699,In Progress,True,5,0,9,True,user4,user2,2024-02-03 02:12:00,user3,2024-02-03 02:12:00,user1,2024-02-05 22:12:00,Email,Delhi,Network,Packet Loss,Packet Loss issue observed,Server-85,Low,High,P3,DB Team,user3,True,False,True,PRB7912,RFC3758,GCP,User Error,Duplicate,user4,2024-02-04 23:12:00,2024-02-05 22:12:00
INC102700,Resolved,True,5,1,3,True,user5,user2,2023-11-11 10:46:00,user1,2023-11-11 10:46:00,user5,2023-11-14 02:46:00,Phone,Delhi,Security,Access,Access issue observed,Server-23,Medium,Medium,P2,DB Team,user1,False,True,True,PRB6627,RFC3309,Azure,Software,Solved,user4,2023-11-13 03:46:00,2023-11-14 02:46:00
INC102701,In Progress,False,3,1,9,False,user3,user5,2023-01-20 08:25:00,user5,2023-01-20 08:25:00,user1,2023-01-21 13:25:00,Portal,Bangalore,Network,Packet Loss,Packet Loss issue observed,Server-93,Medium,Low,P2,L2 Support,user1,True,False,False,PRB6953,RFC2262,GCP,User Error,Duplicate,user1,2023-01-20 19:25:00,2023-01-21 13:25:00
INC102702,Closed,False,4,0,1,False,user1,user5,2024-06-09 18:10:00,user3,2024-06-09 18:10:00,user4,2024-06-11 14:10:00,Phone,Mumbai,Database,Query Slow,Query Slow issue observed,Server-21,Medium,Medium,P2,DB Team,user4,False,False,True,PRB4530,RFC3549,Azure,Network,Duplicate,user4,2024-06-10 14:10:00,2024-06-11 14:10:00
INC102703,New,False,5,2,5,True,user3,user1,2023-12-28 17:33:00,user3,2023-12-28 17:33:00,user2,2023-12-31 17:33:00,Portal,Bangalore,Network,Packet Loss,Packet Loss issue observed,Server-89,Low,Medium,P3,L2 Support,user5,True,True,False,PRB5111,RFC9241,OnPrem,User Error,Solved,user2,2023-12-30 23:33:00,2023-12-31 17:33:00
INC102704,In Progress,True,2,2,1,False,user4,user1,2023-05-16 13:31:00,user5,2023-05-16 13:31:00,user3,2023-05-18 20:31:00,Phone,Mumbai,Security,Access,Access issue observed,Server-53,Medium,Medium,P2,Security Team,user1,False,True,True,PRB6656,RFC7021,GCP,Software,Duplicate,user2,2023-05-18 06:31:00,2023-05-18 20:31:00
INC102705,In Progress,False,3,2,2,True,user1,user4,2023-06-20 11:47:00,user5,2023-06-20 11:47:00,user2,2023-06-24 00:47:00,Phone,Delhi,Application,Slow Response,Slow Response issue observed,Server-42,High,Low,P1,Security Team,user2,True,False,True,PRB8205,RFC3448,OnPrem,Network,Duplicate,user1,2023-06-23 01:47:00,2023-06-24 00:47:00
INC102706,New,False,4,1,9,False,user3,user3,2024-03-19 16:37:00,user2,2024-03-19 16:37:00,user4,2024-03-23 01:37:00,Email,Bangalore,Database,Deadlock,Deadlock issue observed,Server-65,Low,Low,P3,L1 Support,user2,True,False,False,PRB8235,RFC8219,AWS,Hardware,Cancelled,user1,2024-03-22 14:37:00,2024-03-23 01:37:00
INC102707,Resolved,False,4,2,3,False,user3,user4,2023-11-10 12:36:00,user2,2023-11-10 12:36:00,user3,2023-11-11 08:36:00,Email,Delhi,Security,Vulnerability,Vulnerability issue observed,Server-91,Medium,Medium,P2,L1 Support,user5,False,True,True,PRB4472,RFC6297,OnPrem,Network,Cancelled,user4,2023-11-10 21:36:00,2023-11-11 08:36:00
INC102708,Closed,False,5,3,5,False,user4,user1,2024-05-03 01:46:00,user5,2024-05-03 01:46:00,user1,2024-05-05 09:46:00,Phone,Bangalore,Application,Crash,Crash issue observed,Server-2,High,High,P1,DB Team,user1,False,True,True,PRB9476,RFC2642,AWS,Hardware,Duplicate,user1,2024-05-04 11:46:00,2024-05-05 09:46:00
INC102709,New,False,2,0,4,True,user2,user2,2024-04-07 12:34:00,user5,2024-04-07 12:34:00,user4,2024-04-10 04:34:00,Phone,Kolkata,Network,DNS,DNS issue observed,Server-100,Medium,High,P2,L2 Support,user2,False,True,True,PRB1564,RFC2554,GCP,Hardware,Cancelled,user1,2024-04-09 12:34:00,2024-04-10 04:34:00
INC102710,Closed,True,5,1,9,False,user3,user1,2024-05-30 19:47:00,user5,2024-05-30 19:47:00,user1,2024-06-01 09:47:00,Phone,Delhi,Network,Latency,Latency issue observed,Server-42,Low,High,P3,L1 Support,user1,True,True,True,PRB5566,RFC1976,Azure,Hardware,Solved,user1,2024-05-31 10:47:00,2024-06-01 09:47:00
INC102711,Resolved,True,2,2,10,False,user1,user1,2024-11-05 19:48:00,user3,2024-11-05 19:48:00,user1,2024-11-09 05:48:00,Email,Delhi,Network,Latency,Latency issue observed,Server-100,Low,Low,P3,DB Team,user5,False,False,False,PRB3890,RFC9959,AWS,Network,Solved,user4,2024-11-08 15:48:00,2024-11-09 05:48:00
INC102712,New,False,2,0,10,False,user3,user4,2023-04-17 21:34:00,user1,2023-04-17 21:34:00,user2,2023-04-20 08:34:00,Email,Bangalore,Application,Crash,Crash issue observed,Server-31,High,Low,P1,Security Team,user2,False,True,True,PRB2737,RFC8080,GCP,Network,Cancelled,user4,2023-04-20 01:34:00,2023-04-20 08:34:00
INC102713,In Progress,True,2,3,1,False,user4,user5,2024-11-21 20:51:00,user4,2024-11-21 20:51:00,user1,2024-11-24 01:51:00,Email,Delhi,Network,Packet Loss,Packet Loss issue observed,Server-45,High,Low,P1,Network Team,user2,False,False,True,PRB4302,RFC6561,GCP,Software,Cancelled,user3,2024-11-23 01:51:00,2024-11-24 01:51:00
INC102714,New,True,2,0,9,True,user3,user3,2023-04-02 15:17:00,user1,2023-04-02 15:17:00,user1,2023-04-03 22:17:00,Phone,Bangalore,Network,Packet Loss,Packet Loss issue observed,Server-49,Medium,Low,P2,Network Team,user1,True,False,False,PRB7940,RFC3316,Azure,Hardware,Cancelled,user4,2023-04-03 09:17:00,2023-04-03 22:17:00
INC102715,New,True,2,1,1,True,user1,user4,2023-12-30 07:51:00,user1,2023-12-30 07:51:00,user2,2024-01-01 20:51:00,Portal,Delhi,Application,Error,Error issue observed,Server-89,Low,Medium,P3,L2 Support,user2,True,False,False,PRB3394,RFC4187,Azure,Software,Cancelled,user3,2024-01-01 09:51:00,2024-01-01 20:51:00
INC102716,New,True,4,1,5,True,user5,user3,2024-05-11 15:07:00,user4,2024-05-11 15:07:00,user4,2024-05-13 18:07:00,Phone,Mumbai,Security,Patch,Patch issue observed,Server-57,Medium,High,P2,Security Team,user2,True,False,False,PRB6199,RFC3182,GCP,Software,Solved,user1,2024-05-13 02:07:00,2024-05-13 18:07:00
INC102717,In Progress,False,4,2,9,True,user5,user5,2024-04-10 02:15:00,user2,2024-04-10 02:15:00,user2,2024-04-13 00:15:00,Portal,Delhi,Security,Vulnerability,Vulnerability issue observed,Server-38,Low,Medium,P3,L2 Support,user3,False,False,True,PRB8820,RFC5332,GCP,Hardware,Solved,user4,2024-04-12 19:15:00,2024-04-13 00:15:00
INC102718,Resolved,True,5,0,6,False,user4,user5,2023-12-31 16:57:00,user4,2023-12-31 16:57:00,user1,2024-01-04 02:57:00,Phone,Delhi,Infrastructure,Memory,Memory issue observed,Server-95,Low,Low,P3,Network Team,user3,False,True,False,PRB9335,RFC1089,GCP,Software,Solved,user2,2024-01-03 02:57:00,2024-01-04 02:57:00
INC102719,Closed,True,5,2,3,False,user1,user5,2024-09-11 19:30:00,user5,2024-09-11 19:30:00,user2,2024-09-12 22:30:00,Portal,Mumbai,Network,Latency,Latency issue observed,Server-81,Medium,Low,P2,Network Team,user5,True,False,True,PRB5627,RFC8318,GCP,Software,Duplicate,user1,2024-09-12 01:30:00,2024-09-12 22:30:00
INC102720,New,False,3,2,1,False,user1,user3,2023-05-12 20:31:00,user5,2023-05-12 20:31:00,user2,2023-05-16 12:31:00,Phone,Bangalore,Infrastructure,CPU,CPU issue observed,Server-6,High,High,P1,L1 Support,user1,True,False,True,PRB6965,RFC1439,Azure,Network,Duplicate,user4,2023-05-15 12:31:00,2023-05-16 12:31:00
INC102721,New,True,4,0,2,False,user5,user2,2023-11-18 02:58:00,user3,2023-11-18 02:58:00,user4,2023-11-20 01:58:00,Phone,Delhi,Application,Slow Response,Slow Response issue observed,Server-27,High,High,P1,Security Team,user1,True,True,True,PRB7418,RFC4305,GCP,Hardware,Solved,user1,2023-11-19 02:58:00,2023-11-20 01:58:00
INC102722,Resolved,False,4,3,6,True,user3,user1,2024-08-09 09:20:00,user1,2024-08-09 09:20:00,user4,2024-08-10 05:20:00,Portal,Bangalore,Security,Vulnerability,Vulnerability issue observed,Server-56,Medium,Medium,P2,L2 Support,user1,False,False,False,PRB9678,RFC1456,GCP,Hardware,Solved,user5,2024-08-10 01:20:00,2024-08-10 05:20:00
INC102723,In Progress,True,3,1,2,True,user4,user2,2023-02-22 06:49:00,user3,2023-02-22 06:49:00,user3,2023-02-23 15:49:00,Email,Delhi,Infrastructure,Disk,Disk issue observed,Server-10,Low,Low,P3,Security Team,user5,True,False,True,PRB9595,RFC8158,AWS,Hardware,Cancelled,user5,2023-02-23 00:49:00,2023-02-23 15:49:00
INC102724,In Progress,False,3,1,4,False,user5,user4,2023-02-06 14:33:00,user5,2023-02-06 14:33:00,user1,2023-02-08 17:33:00,Portal,Kolkata,Security,Vulnerability,Vulnerability issue observed,Server-97,Medium,Low,P2,DB Team,user2,True,False,False,PRB6155,RFC3002,GCP,Network,Duplicate,user5,2023-02-08 11:33:00,2023-02-08 17:33:00
INC102725,Resolved,False,0,1,2,True,user1,user4,2024-11-08 02:25:00,user3,2024-11-08 02:25:00,user5,2024-11-10 11:25:00,Portal,Delhi,Security,Access,Access issue observed,Server-68,High,High,P1,Network Team,user5,True,False,False,PRB8752,RFC1184,GCP,Hardware,Duplicate,user2,2024-11-09 21:25:00,2024-11-10 11:25:00
INC102726,New,True,3,0,3,True,user4,user3,2023-11-13 19:51:00,user2,2023-11-13 19:51:00,user4,2023-11-14 14:51:00,Portal,Delhi,Application,Crash,Crash issue observed,Server-27,High,High,P1,DB Team,user1,False,True,True,PRB2154,RFC3088,OnPrem,Hardware,Solved,user1,2023-11-14 11:51:00,2023-11-14 14:51:00
INC102727,In Progress,True,5,1,8,True,user2,user3,2024-09-13 21:16:00,user2,2024-09-13 21:16:00,user2,2024-09-16 08:16:00,Portal,Mumbai,Network,Packet Loss,Packet Loss issue observed,Server-39,High,Low,P1,DB Team,user5,False,True,True,PRB1012,RFC5357,OnPrem,User Error,Solved,user3,2024-09-16 05:16:00,2024-09-16 08:16:00
INC102728,New,False,1,3,4,True,user5,user3,2023-01-25 14:24:00,user4,2023-01-25 14:24:00,user4,2023-01-27 14:24:00,Email,Kolkata,Security,Patch,Patch issue observed,Server-56,High,Low,P1,Security Team,user3,False,False,False,PRB4427,RFC5803,GCP,Hardware,Duplicate,user3,2023-01-26 23:24:00,2023-01-27 14:24:00
INC102729,Closed,False,2,0,3,False,user1,user4,2024-07-18 18:22:00,user4,2024-07-18 18:22:00,user5,2024-07-22 13:22:00,Phone,Mumbai,Database,Query Slow,Query Slow issue observed,Server-62,High,Low,P1,L1 Support,user1,True,False,False,PRB9705,RFC9469,OnPrem,User Error,Cancelled,user5,2024-07-21 18:22:00,2024-07-22 13:22:00
INC102730,In Progress,False,1,1,9,False,user2,user3,2023-02-10 01:15:00,user4,2023-02-10 01:15:00,user4,2023-02-10 22:15:00,Phone,Bangalore,Database,Deadlock,Deadlock issue observed,Server-41,Low,Medium,P3,L1 Support,user4,True,False,True,PRB2537,RFC5229,GCP,Hardware,Solved,user1,2023-02-10 14:15:00,2023-02-10 22:15:00
INC102731,Closed,False,0,3,2,False,user1,user1,2023-05-10 03:59:00,user2,2023-05-10 03:59:00,user4,2023-05-10 19:59:00,Phone,Delhi,Network,Latency,Latency issue observed,Server-64,Low,Medium,P3,Network Team,user1,True,False,True,PRB4307,RFC6686,GCP,User Error,Duplicate,user5,2023-05-10 14:59:00,2023-05-10 19:59:00
INC102732,Closed,True,0,0,9,False,user3,user2,2024-03-13 00:56:00,user1,2024-03-13 00:56:00,user5,2024-03-15 22:56:00,Email,Bangalore,Database,Deadlock,Deadlock issue observed,Server-32,Low,Medium,P3,L1 Support,user4,True,True,True,PRB5819,RFC4916,AWS,Software,Duplicate,user3,2024-03-15 12:56:00,2024-03-15 22:56:00
INC102733,Closed,False,3,0,5,True,user3,user4,2024-11-21 20:04:00,user1,2024-11-21 20:04:00,user3,2024-11-23 00:04:00,Email,Kolkata,Application,Slow Response,Slow Response issue observed,Server-33,Low,Low,P3,Network Team,user3,False,False,False,PRB4671,RFC8585,AWS,Software,Duplicate,user3,2024-11-22 02:04:00,2024-11-23 00:04:00
INC102734,Resolved,False,0,3,10,True,user2,user5,2024-09-23 14:22:00,user4,2024-09-23 14:22:00,user1,2024-09-27 07:22:00,Email,Bangalore,Infrastructure,CPU,CPU issue observed,Server-89,Medium,High,P2,L2 Support,user5,False,False,False,PRB9465,RFC3193,Azure,Hardware,Duplicate,user5,2024-09-26 14:22:00,2024-09-27 07:22:00
INC102735,Resolved,True,1,0,6,False,user5,user4,2023-06-17 22:12:00,user5,2023-06-17 22:12:00,user3,2023-06-21 07:12:00,Portal,Bangalore,Security,Patch,Patch issue observed,Server-58,Medium,Medium,P2,L2 Support,user4,True,True,True,PRB9330,RFC2477,AWS,Software,Solved,user5,2023-06-20 08:12:00,2023-06-21 07:12:00
INC102736,New,True,0,3,6,True,user1,user4,2024-08-20 23:17:00,user1,2024-08-20 23:17:00,user3,2024-08-24 03:17:00,Portal,Delhi,Security,Vulnerability,Vulnerability issue observed,Server-17,High,Low,P1,Network Team,user1,True,False,False,PRB8117,RFC3848,Azure,User Error,Solved,user5,2024-08-23 12:17:00,2024-08-24 03:17:00
INC102737,Resolved,False,4,0,9,True,user4,user5,2023-07-29 01:58:00,user3,2023-07-29 01:58:00,user3,2023-07-30 18:58:00,Portal,Mumbai,Application,Error,Error issue observed,Server-76,Low,High,P3,L1 Support,user4,False,True,True,PRB2017,RFC6543,AWS,User Error,Cancelled,user5,2023-07-29 22:58:00,2023-07-30 18:58:00
INC102738,Closed,False,3,1,5,True,user2,user4,2023-03-13 10:45:00,user5,2023-03-13 10:45:00,user4,2023-03-16 12:45:00,Email,Delhi,Network,DNS,DNS issue observed,Server-67,Medium,High,P2,L1 Support,user1,False,False,True,PRB8015,RFC8102,GCP,Software,Duplicate,user1,2023-03-15 23:45:00,2023-03-16 12:45:00
INC102739,Closed,False,5,0,4,True,user2,user1,2024-05-02 14:58:00,user3,2024-05-02 14:58:00,user4,2024-05-03 12:58:00,Email,Delhi,Infrastructure,Memory,Memory issue observed,Server-73,Medium,High,P2,DB Team,user1,False,False,False,PRB1096,RFC3109,Azure,Network,Solved,user5,2024-05-02 21:58:00,2024-05-03 12:58:00
INC102740,In Progress,True,3,0,6,True,user2,user2,2024-11-07 18:00:00,user5,2024-11-07 18:00:00,user1,2024-11-10 22:00:00,Email,Bangalore,Application,Error,Error issue observed,Server-25,Low,High,P3,L2 Support,user2,True,True,False,PRB5714,RFC2334,GCP,Hardware,Solved,user2,2024-11-10 01:00:00,2024-11-10 22:00:00
INC102741,Resolved,False,2,1,8,False,user3,user2,2024-09-03 11:21:00,user5,2024-09-03 11:21:00,user1,2024-09-05 10:21:00,Email,Bangalore,Network,Latency,Latency issue observed,Server-40,High,Medium,P1,Security Team,user2,False,True,False,PRB3645,RFC6148,OnPrem,Software,Cancelled,user3,2024-09-05 04:21:00,2024-09-05 10:21:00
INC102742,New,False,3,2,1,False,user5,user5,2024-04-19 14:19:00,user5,2024-04-19 14:19:00,user4,2024-04-20 21:19:00,Portal,Delhi,Security,Access,Access issue observed,Server-3,Medium,High,P2,L2 Support,user2,False,False,True,PRB1480,RFC2791,Azure,User Error,Solved,user5,2024-04-20 12:19:00,2024-04-20 21:19:00
INC102743,Resolved,True,2,1,1,True,user3,user5,2023-07-01 05:53:00,user3,2023-07-01 05:53:00,user3,2023-07-03 02:53:00,Portal,Delhi,Database,Connection,Connection issue observed,Server-46,Low,High,P3,Network Team,user1,True,True,False,PRB4019,RFC3786,Azure,Network,Duplicate,user5,2023-07-02 21:53:00,2023-07-03 02:53:00
INC102744,Closed,True,2,3,3,True,user1,user3,2024-08-12 09:49:00,user4,2024-08-12 09:49:00,user5,2024-08-14 18:49:00,Portal,Bangalore,Network,DNS,DNS issue observed,Server-71,High,Low,P1,Security Team,user3,True,True,False,PRB1740,RFC3430,GCP,Network,Solved,user3,2024-08-14 16:49:00,2024-08-14 18:49:00
INC102745,In Progress,False,0,0,4,True,user1,user1,2023-07-27 05:01:00,user5,2023-07-27 05:01:00,user2,2023-07-29 21:01:00,Phone,Kolkata,Database,Connection,Connection issue observed,Server-34,Low,High,P3,Security Team,user1,True,False,True,PRB7075,RFC3077,Azure,Software,Cancelled,user3,2023-07-29 03:01:00,2023-07-29 21:01:00
INC102746,In Progress,False,0,2,9,True,user4,user4,2024-03-29 05:41:00,user4,2024-03-29 05:41:00,user3,2024-03-31 12:41:00,Phone,Kolkata,Application,Crash,Crash issue observed,Server-49,Medium,High,P2,DB Team,user3,False,False,True,PRB5121,RFC1399,GCP,Hardware,Solved,user1,2024-03-31 01:41:00,2024-03-31 12:41:00
INC102747,Closed,False,2,2,5,True,user2,user1,2024-08-02 09:25:00,user2,2024-08-02 09:25:00,user1,2024-08-06 02:25:00,Email,Mumbai,Application,Slow Response,Slow Response issue observed,Server-17,High,Medium,P1,L2 Support,user1,True,True,True,PRB1865,RFC4103,OnPrem,Network,Duplicate,user2,2024-08-05 04:25:00,2024-08-06 02:25:00
INC102748,New,True,2,0,7,False,user4,user5,2024-06-15 11:36:00,user5,2024-06-15 11:36:00,user5,2024-06-17 10:36:00,Portal,Delhi,Security,Patch,Patch issue observed,Server-78,High,Low,P1,Security Team,user4,False,False,True,PRB2469,RFC5202,AWS,Network,Solved,user3,2024-06-17 07:36:00,2024-06-17 10:36:00
INC102749,In Progress,True,0,2,2,False,user1,user3,2023-01-29 01:14:00,user2,2023-01-29 01:14:00,user4,2023-02-01 00:14:00,Portal,Bangalore,Network,Latency,Latency issue observed,Server-33,Medium,High,P2,L1 Support,user2,False,False,False,PRB3056,RFC4457,AWS,Network,Solved,user1,2023-01-31 02:14:00,2023-02-01 00:14:00
INC102750,In Progress,True,5,3,9,False,user5,user1,2023-12-16 03:59:00,user1,2023-12-16 03:59:00,user3,2023-12-19 12:59:00,Email,Bangalore,Security,Access,Access issue observed,Server-25,Low,Low,P3,L1 Support,user4,True,False,True,PRB6963,RFC7357,AWS,Software,Solved,user4,2023-12-18 12:59:00,2023-12-19 12:59:00
INC102751,New,False,1,1,3,True,user2,user3,2024-02-01 00:51:00,user4,2024-02-01 00:51:00,user1,2024-02-03 02:51:00,Portal,Delhi,Security,Patch,Patch issue observed,Server-7,Low,High,P3,Network Team,user2,True,True,False,PRB5448,RFC6876,GCP,Hardware,Duplicate,user4,2024-02-02 17:51:00,2024-02-03 02:51:00
INC102752,In Progress,False,3,0,1,True,user2,user3,2024-01-08 22:35:00,user2,2024-01-08 22:35:00,user2,2024-01-11 06:35:00,Portal,Bangalore,Security,Vulnerability,Vulnerability issue observed,Server-37,Low,Low,P3,Security Team,user4,False,True,True,PRB4423,RFC4292,GCP,User Error,Cancelled,user1,2024-01-10 15:35:00,2024-01-11 06:35:00
INC102753,Closed,False,4,2,10,True,user3,user4,2023-09-18 13:40:00,user2,2023-09-18 13:40:00,user1,2023-09-21 12:40:00,Portal,Mumbai,Network,Packet Loss,Packet Loss issue observed,Server-54,High,Low,P1,Network Team,user4,False,True,True,PRB5204,RFC5342,OnPrem,Hardware,Solved,user3,2023-09-20 13:40:00,2023-09-21 12:40:00
INC102754,Resolved,False,2,2,10,True,user2,user5,2023-10-01 10:59:00,user2,2023-10-01 10:59:00,user1,2023-10-02 20:59:00,Portal,Bangalore,Security,Vulnerability,Vulnerability issue observed,Server-52,Low,High,P3,Network Team,user2,False,True,False,PRB8189,RFC9390,GCP,User Error,Cancelled,user5,2023-10-02 19:59:00,2023-10-02 20:59:00
INC102755,In Progress,True,1,2,8,True,user3,user5,2024-07-30 18:54:00,user5,2024-07-30 18:54:00,user3,2024-08-02 19:54:00,Email,Kolkata,Security,Patch,Patch issue observed,Server-52,Low,Medium,P3,L1 Support,user3,True,True,True,PRB4129,RFC1479,Azure,User Error,Solved,user2,2024-08-02 18:54:00,2024-08-02 19:54:00
INC102756,Closed,True,0,0,9,True,user1,user3,2024-07-25 12:05:00,user4,2024-07-25 12:05:00,user5,2024-07-27 10:05:00,Email,Kolkata,Database,Query Slow,Query Slow issue observed,Server-47,High,High,P1,L2 Support,user3,False,True,True,PRB7973,RFC2099,GCP,Software,Solved,user1,2024-07-27 08:05:00,2024-07-27 10:05:00
INC102757,In Progress,False,2,1,5,False,user1,user3,2024-07-21 10:19:00,user3,2024-07-21 10:19:00,user4,2024-07-24 17:19:00,Email,Mumbai,Application,Crash,Crash issue observed,Server-87,Medium,Low,P2,Security Team,user1,False,False,True,PRB5253,RFC4374,OnPrem,Hardware,Cancelled,user3,2024-07-23 20:19:00,2024-07-24 17:19:00
INC102758,Resolved,True,1,3,8,False,user5,user3,2023-10-18 05:52:00,user2,2023-10-18 05:52:00,user3,2023-10-18 13:52:00,Email,Mumbai,Security,Vulnerability,Vulnerability issue observed,Server-60,Low,High,P3,DB Team,user5,True,True,False,PRB7716,RFC8770,GCP,User Error,Cancelled,user4,2023-10-18 09:52:00,2023-10-18 13:52:00
INC102759,Closed,True,2,2,4,False,user3,user5,2024-08-29 08:11:00,user5,2024-08-29 08:11:00,user1,2024-08-30 04:11:00,Portal,Delhi,Network,Packet Loss,Packet Loss issue observed,Server-74,Low,Low,P3,Security Team,user2,True,False,True,PRB5189,RFC7915,AWS,User Error,Cancelled,user5,2024-08-30 03:11:00,2024-08-30 04:11:00
INC102760,In Progress,False,3,3,9,True,user5,user1,2023-06-13 01:38:00,user2,2023-06-13 01:38:00,user1,2023-06-14 02:38:00,Portal,Delhi,Network,Latency,Latency issue observed,Server-83,High,High,P1,DB Team,user3,True,True,True,PRB4467,RFC4614,AWS,User Error,Duplicate,user1,2023-06-13 16:38:00,2023-06-14 02:38:00
INC102761,Resolved,False,1,2,8,False,user3,user2,2024-07-21 05:04:00,user4,2024-07-21 05:04:00,user3,2024-07-24 02:04:00,Phone,Delhi,Application,Slow Response,Slow Response issue observed,Server-6,High,Medium,P1,L2 Support,user2,True,True,False,PRB2581,RFC3748,Azure,User Error,Duplicate,user4,2024-07-23 15:04:00,2024-07-24 02:04:00
INC102762,New,False,0,3,4,False,user5,user2,2024-06-14 19:55:00,user1,2024-06-14 19:55:00,user2,2024-06-16 18:55:00,Email,Bangalore,Network,DNS,DNS issue observed,Server-1,Low,Low,P3,Security Team,user1,True,False,True,PRB3778,RFC2647,OnPrem,Network,Solved,user1,2024-06-16 07:55:00,2024-06-16 18:55:00
INC102763,In Progress,True,2,3,1,False,user4,user3,2023-02-11 01:55:00,user3,2023-02-11 01:55:00,user2,2023-02-14 03:55:00,Portal,Bangalore,Security,Vulnerability,Vulnerability issue observed,Server-33,Low,Low,P3,L1 Support,user1,True,False,False,PRB7631,RFC5198,GCP,Network,Duplicate,user5,2023-02-13 17:55:00,2023-02-14 03:55:00
INC102764,New,True,0,1,5,True,user1,user2,2024-02-11 04:06:00,user5,2024-02-11 04:06:00,user1,2024-02-13 11:06:00,Portal,Mumbai,Infrastructure,Memory,Memory issue observed,Server-44,Medium,High,P2,Security Team,user1,False,True,True,PRB4894,RFC9447,Azure,User Error,Cancelled,user1,2024-02-12 13:06:00,2024-02-13 11:06:00
INC102765,New,False,5,2,4,False,user4,user3,2023-07-07 22:46:00,user2,2023-07-07 22:46:00,user1,2023-07-09 01:46:00,Portal,Bangalore,Infrastructure,Memory,Memory issue observed,Server-4,High,Low,P1,L1 Support,user2,True,True,True,PRB8506,RFC2135,GCP,Network,Solved,user5,2023-07-08 12:46:00,2023-07-09 01:46:00
INC102766,In Progress,True,4,0,6,True,user2,user3,2023-10-24 17:27:00,user2,2023-10-24 17:27:00,user3,2023-10-25 07:27:00,Email,Delhi,Security,Access,Access issue observed,Server-44,Medium,Medium,P2,Security Team,user2,True,True,True,PRB6121,RFC9649,AWS,Network,Duplicate,user3,2023-10-24 19:27:00,2023-10-25 07:27:00
INC102767,In Progress,True,5,3,8,False,user4,user2,2024-08-13 10:37:00,user5,2024-08-13 10:37:00,user3,2024-08-16 01:37:00,Phone,Mumbai,Database,Query Slow,Query Slow issue observed,Server-64,Low,High,P3,DB Team,user2,True,False,False,PRB3895,RFC9983,OnPrem,User Error,Solved,user3,2024-08-15 13:37:00,2024-08-16 01:37:00
INC102768,New,True,1,1,8,False,user3,user4,2023-10-20 07:42:00,user4,2023-10-20 07:42:00,user5,2023-10-24 05:42:00,Portal,Delhi,Application,Error,Error issue observed,Server-29,High,Medium,P1,Security Team,user3,False,True,True,PRB6560,RFC6070,OnPrem,Software,Solved,user4,2023-10-23 06:42:00,2023-10-24 05:42:00
INC102769,New,False,1,0,2,True,user4,user5,2024-02-02 17:37:00,user3,2024-02-02 17:37:00,user1,2024-02-04 17:37:00,Email,Mumbai,Database,Deadlock,Deadlock issue observed,Server-99,Medium,Low,P2,L2 Support,user5,True,False,True,PRB4943,RFC9551,AWS,Hardware,Solved,user4,2024-02-03 21:37:00,2024-02-04 17:37:00
INC102770,In Progress,False,0,2,3,True,user4,user5,2024-04-21 09:27:00,user5,2024-04-21 09:27:00,user5,2024-04-24 02:27:00,Phone,Kolkata,Infrastructure,Memory,Memory issue observed,Server-29,Low,Medium,P3,DB Team,user1,False,False,True,PRB9129,RFC8348,AWS,Network,Solved,user4,2024-04-23 15:27:00,2024-04-24 02:27:00
INC102771,New,True,1,2,6,False,user4,user5,2024-08-09 17:40:00,user5,2024-08-09 17:40:00,user5,2024-08-13 16:40:00,Email,Delhi,Database,Deadlock,Deadlock issue observed,Server-10,Low,Medium,P3,DB Team,user1,True,True,True,PRB1696,RFC3550,OnPrem,User Error,Duplicate,user2,2024-08-12 16:40:00,2024-08-13 16:40:00
INC102772,In Progress,False,5,1,7,True,user2,user2,2024-10-24 21:26:00,user5,2024-10-24 21:26:00,user2,2024-10-26 15:26:00,Phone,Kolkata,Network,Latency,Latency issue observed,Server-70,High,Low,P1,DB Team,user2,False,True,True,PRB6838,RFC4022,GCP,Hardware,Solved,user5,2024-10-25 15:26:00,2024-10-26 15:26:00
INC102773,Closed,True,1,0,4,True,user2,user1,2023-11-17 06:37:00,user4,2023-11-17 06:37:00,user2,2023-11-21 00:37:00,Email,Kolkata,Application,Error,Error issue observed,Server-83,Low,High,P3,Network Team,user2,True,False,True,PRB7526,RFC1857,AWS,Software,Solved,user2,2023-11-20 06:37:00,2023-11-21 00:37:00
INC102774,Resolved,True,0,2,2,True,user2,user4,2024-11-09 06:28:00,user3,2024-11-09 06:28:00,user3,2024-11-12 12:28:00,Phone,Mumbai,Security,Vulnerability,Vulnerability issue observed,Server-20,High,Low,P1,L2 Support,user1,False,False,True,PRB6421,RFC1875,Azure,User Error,Cancelled,user3,2024-11-12 00:28:00,2024-11-12 12:28:00
